city_id,zone,ts,user_type,jobs_like,source_sheet
1,89006b0cd89bafa,2023-01-09T01:00:00Z,food,1.0,eats_orders
1,89006b0cd89bafa,2023-01-09T01:00:00Z,food,1.0,jobs_like
1,89009ee895aef1a,2023-02-13T04:00:00Z,rides,1.0,jobs_like
1,89009ee895aef1a,2023-02-13T04:00:00Z,rides,1.0,rides_trips
1,8900a1e8c1d3063,2023-04-02T02:00:00Z,food,1.0,eats_orders
1,8900a1e8c1d3063,2023-04-02T02:00:00Z,food,1.0,jobs_like
1,8900b8a822cf4dd,2023-01-06T14:00:00Z,rides,1.0,jobs_like
1,8900b8a822cf4dd,2023-01-06T14:00:00Z,rides,1.0,rides_trips
1,8900de9ec6aaa4a,2023-01-17T09:00:00Z,food,1.0,eats_orders
1,8900de9ec6aaa4a,2023-01-17T09:00:00Z,food,1.0,jobs_like
1,8901740d50cbf90,2023-01-04T23:00:00Z,rides,1.0,jobs_like
1,8901740d50cbf90,2023-01-04T23:00:00Z,rides,1.0,rides_trips
1,890212a91086353,2023-01-30T03:00:00Z,food,1.0,eats_orders
1,890212a91086353,2023-01-30T03:00:00Z,food,1.0,jobs_like
1,89023c74731f3cf,2023-04-10T02:00:00Z,food,1.0,eats_orders
1,89023c74731f3cf,2023-04-10T02:00:00Z,food,1.0,jobs_like
1,8903b8bd23a462b,2023-02-07T09:00:00Z,food,1.0,eats_orders
1,8903b8bd23a462b,2023-02-07T09:00:00Z,food,1.0,jobs_like
1,8903dec841d4be5,2023-02-02T19:00:00Z,rides,1.0,jobs_like
1,8903dec841d4be5,2023-02-02T19:00:00Z,rides,1.0,rides_trips
1,8903ef918c210e0,2023-03-11T22:00:00Z,rides,1.0,jobs_like
1,8903ef918c210e0,2023-03-11T22:00:00Z,rides,1.0,rides_trips
1,8904406d7ed9715,2023-02-23T07:00:00Z,food,1.0,eats_orders
1,8904406d7ed9715,2023-02-23T07:00:00Z,food,1.0,jobs_like
1,89045488ae85f67,2023-02-07T07:00:00Z,rides,1.0,jobs_like
1,89045488ae85f67,2023-02-07T07:00:00Z,rides,1.0,rides_trips
1,89047a12a32b139,2023-03-13T19:00:00Z,rides,1.0,jobs_like
1,89047a12a32b139,2023-03-13T19:00:00Z,rides,1.0,rides_trips
1,89048bf6d3bde2f,2023-04-19T17:00:00Z,rides,1.0,jobs_like
1,89048bf6d3bde2f,2023-04-19T17:00:00Z,rides,1.0,rides_trips
1,8904b1f4bcbfe75,2023-01-01T06:00:00Z,rides,1.0,jobs_like
1,8904b1f4bcbfe75,2023-01-01T06:00:00Z,rides,1.0,rides_trips
1,8904b97da4804de,2023-01-01T10:00:00Z,rides,1.0,jobs_like
1,8904b97da4804de,2023-01-01T10:00:00Z,rides,1.0,rides_trips
1,8905585a61ce2fb,2023-02-25T22:00:00Z,rides,1.0,jobs_like
1,8905585a61ce2fb,2023-02-25T22:00:00Z,rides,1.0,rides_trips
1,890565c8d416f6d,2023-01-05T05:00:00Z,food,1.0,eats_orders
1,890565c8d416f6d,2023-01-05T05:00:00Z,food,1.0,jobs_like
1,8905893c1e22911,2023-02-07T19:00:00Z,food,1.0,eats_orders
1,8905893c1e22911,2023-02-07T19:00:00Z,food,1.0,jobs_like
1,89058e469e144f9,2023-01-05T14:00:00Z,rides,1.0,jobs_like
1,89058e469e144f9,2023-01-05T14:00:00Z,rides,1.0,rides_trips
1,890591329181b06,2023-03-28T18:00:00Z,rides,1.0,jobs_like
1,890591329181b06,2023-03-28T18:00:00Z,rides,1.0,rides_trips
1,890594c383e52d1,2023-01-02T13:00:00Z,food,1.0,eats_orders
1,890594c383e52d1,2023-01-02T13:00:00Z,food,1.0,jobs_like
1,89059c90bd813e4,2023-02-10T19:00:00Z,food,1.0,eats_orders
1,89059c90bd813e4,2023-02-10T19:00:00Z,food,1.0,jobs_like
1,89065476b4f0055,2023-02-23T20:00:00Z,rides,1.0,jobs_like
1,89065476b4f0055,2023-02-23T20:00:00Z,rides,1.0,rides_trips
1,8906aa3a2b5e96a,2023-03-29T04:00:00Z,food,1.0,eats_orders
1,8906aa3a2b5e96a,2023-03-29T04:00:00Z,food,1.0,jobs_like
1,8906b634a9a3f99,2023-02-04T06:00:00Z,rides,1.0,jobs_like
1,8906b634a9a3f99,2023-02-04T06:00:00Z,rides,1.0,rides_trips
1,8906b7f55cb7627,2023-03-05T11:00:00Z,food,1.0,eats_orders
1,8906b7f55cb7627,2023-03-05T11:00:00Z,food,1.0,jobs_like
1,8906c73ac8a462c,2023-02-25T16:00:00Z,rides,1.0,jobs_like
1,8906c73ac8a462c,2023-02-25T16:00:00Z,rides,1.0,rides_trips
1,89070fdfb4225a8,2023-04-29T14:00:00Z,food,1.0,eats_orders
1,89070fdfb4225a8,2023-04-29T14:00:00Z,food,1.0,jobs_like
1,8907390cc9678bb,2023-02-14T02:00:00Z,rides,1.0,jobs_like
1,8907390cc9678bb,2023-02-14T02:00:00Z,rides,1.0,rides_trips
1,890771d79c0f256,2023-01-03T11:00:00Z,rides,1.0,jobs_like
1,890771d79c0f256,2023-01-03T11:00:00Z,rides,1.0,rides_trips
1,89077338ef637f7,2023-01-26T06:00:00Z,rides,1.0,jobs_like
1,89077338ef637f7,2023-01-26T06:00:00Z,rides,1.0,rides_trips
1,890777bbddec459,2023-03-22T05:00:00Z,food,1.0,eats_orders
1,890777bbddec459,2023-03-22T05:00:00Z,food,1.0,jobs_like
1,8907a8734e2a1ee,2023-04-25T07:00:00Z,rides,1.0,jobs_like
1,8907a8734e2a1ee,2023-04-25T07:00:00Z,rides,1.0,rides_trips
1,89083309eb53f0a,2023-02-01T07:00:00Z,rides,1.0,jobs_like
1,89083309eb53f0a,2023-02-01T07:00:00Z,rides,1.0,rides_trips
1,890837aa201a60d,2023-03-09T20:00:00Z,food,1.0,eats_orders
1,890837aa201a60d,2023-03-09T20:00:00Z,food,1.0,jobs_like
1,89086bc22cff227,2023-02-11T21:00:00Z,rides,1.0,jobs_like
1,89086bc22cff227,2023-02-11T21:00:00Z,rides,1.0,rides_trips
1,8908b5a3f8975cf,2023-02-26T21:00:00Z,rides,1.0,jobs_like
1,8908b5a3f8975cf,2023-02-26T21:00:00Z,rides,1.0,rides_trips
1,8908fa185a82aa8,2023-02-08T12:00:00Z,rides,1.0,jobs_like
1,8908fa185a82aa8,2023-02-08T12:00:00Z,rides,1.0,rides_trips
1,89095717fd23377,2023-04-24T21:00:00Z,rides,1.0,jobs_like
1,89095717fd23377,2023-04-24T21:00:00Z,rides,1.0,rides_trips
1,89095923be77cf2,2023-03-14T01:00:00Z,food,1.0,eats_orders
1,89095923be77cf2,2023-03-14T01:00:00Z,food,1.0,jobs_like
1,890961d665203cb,2023-04-25T18:00:00Z,rides,1.0,jobs_like
1,890961d665203cb,2023-04-25T18:00:00Z,rides,1.0,rides_trips
1,890961ebc46bea7,2023-02-05T09:00:00Z,food,1.0,eats_orders
1,890961ebc46bea7,2023-02-05T09:00:00Z,food,1.0,jobs_like
1,8909adc6c6b6f69,2023-02-26T07:00:00Z,rides,1.0,jobs_like
1,8909adc6c6b6f69,2023-02-26T07:00:00Z,rides,1.0,rides_trips
1,8909adc7bd167fb,2023-04-19T18:00:00Z,food,1.0,eats_orders
1,8909adc7bd167fb,2023-04-19T18:00:00Z,food,1.0,jobs_like
1,8909af063d52024,2023-01-14T13:00:00Z,rides,1.0,jobs_like
1,8909af063d52024,2023-01-14T13:00:00Z,rides,1.0,rides_trips
1,890a0b0510c44bb,2023-02-23T17:00:00Z,rides,1.0,jobs_like
1,890a0b0510c44bb,2023-02-23T17:00:00Z,rides,1.0,rides_trips
1,890a79dbc6f6754,2023-03-29T16:00:00Z,food,1.0,eats_orders
1,890a79dbc6f6754,2023-03-29T16:00:00Z,food,1.0,jobs_like
1,890a97b58d581c0,2023-01-04T18:00:00Z,food,1.0,eats_orders
1,890a97b58d581c0,2023-01-04T18:00:00Z,food,1.0,jobs_like
1,890aad509581136,2023-02-01T10:00:00Z,rides,1.0,jobs_like
1,890aad509581136,2023-02-01T10:00:00Z,rides,1.0,rides_trips
1,890b274b8991bb4,2023-02-27T06:00:00Z,rides,1.0,jobs_like
1,890b274b8991bb4,2023-02-27T06:00:00Z,rides,1.0,rides_trips
1,890c14a6fac858d,2023-04-08T04:00:00Z,food,1.0,eats_orders
1,890c14a6fac858d,2023-04-08T04:00:00Z,food,1.0,jobs_like
1,890c7b48bd08000,2023-02-06T06:00:00Z,food,1.0,eats_orders
1,890c7b48bd08000,2023-02-06T06:00:00Z,food,1.0,jobs_like
1,890cd359726fed0,2023-03-09T07:00:00Z,food,1.0,eats_orders
1,890cd359726fed0,2023-03-09T07:00:00Z,food,1.0,jobs_like
1,890d6aaf7f14fd4,2023-01-28T22:00:00Z,rides,1.0,jobs_like
1,890d6aaf7f14fd4,2023-01-28T22:00:00Z,rides,1.0,rides_trips
1,890d90e02fce5eb,2023-03-06T15:00:00Z,rides,1.0,jobs_like
1,890d90e02fce5eb,2023-03-06T15:00:00Z,rides,1.0,rides_trips
1,890eac6c6ffc233,2023-01-23T22:00:00Z,rides,1.0,jobs_like
1,890eac6c6ffc233,2023-01-23T22:00:00Z,rides,1.0,rides_trips
1,890ebf823bcbe4e,2023-01-02T14:00:00Z,rides,1.0,jobs_like
1,890ebf823bcbe4e,2023-01-02T14:00:00Z,rides,1.0,rides_trips
1,890eec4d7a91a34,2023-02-12T10:00:00Z,rides,1.0,jobs_like
1,890eec4d7a91a34,2023-02-12T10:00:00Z,rides,1.0,rides_trips
1,890ef1c50da09a7,2023-04-17T06:00:00Z,food,1.0,eats_orders
1,890ef1c50da09a7,2023-04-17T06:00:00Z,food,1.0,jobs_like
1,890f5c9b5567ac0,2023-01-17T11:00:00Z,rides,1.0,jobs_like
1,890f5c9b5567ac0,2023-01-17T11:00:00Z,rides,1.0,rides_trips
1,890f5f08a7e723d,2023-01-12T10:00:00Z,food,1.0,eats_orders
1,890f5f08a7e723d,2023-01-12T10:00:00Z,food,1.0,jobs_like
1,890fab19881a9a1,2023-02-05T18:00:00Z,food,1.0,eats_orders
1,890fab19881a9a1,2023-02-05T18:00:00Z,food,1.0,jobs_like
1,890fac131bf2250,2023-03-26T07:00:00Z,food,1.0,eats_orders
1,890fac131bf2250,2023-03-26T07:00:00Z,food,1.0,jobs_like
1,890fc464d9e3648,2023-04-03T16:00:00Z,food,1.0,eats_orders
1,890fc464d9e3648,2023-04-03T16:00:00Z,food,1.0,jobs_like
1,89100b03b335efd,2023-04-23T04:00:00Z,food,1.0,eats_orders
1,89100b03b335efd,2023-04-23T04:00:00Z,food,1.0,jobs_like
1,89101ec0ac8efc8,2023-01-17T18:00:00Z,food,1.0,eats_orders
1,89101ec0ac8efc8,2023-01-17T18:00:00Z,food,1.0,jobs_like
1,8910e3532bb8fb4,2023-02-24T11:00:00Z,rides,1.0,jobs_like
1,8910e3532bb8fb4,2023-02-24T11:00:00Z,rides,1.0,rides_trips
1,891109908e0ffd3,2023-01-18T18:00:00Z,rides,1.0,jobs_like
1,891109908e0ffd3,2023-01-18T18:00:00Z,rides,1.0,rides_trips
1,891232974882acc,2023-03-12T01:00:00Z,food,1.0,eats_orders
1,891232974882acc,2023-03-12T01:00:00Z,food,1.0,jobs_like
1,891232f139f1599,2023-03-15T07:00:00Z,rides,1.0,jobs_like
1,891232f139f1599,2023-03-15T07:00:00Z,rides,1.0,rides_trips
1,89123b302a64ce2,2023-01-26T11:00:00Z,rides,1.0,jobs_like
1,89123b302a64ce2,2023-01-26T11:00:00Z,rides,1.0,rides_trips
1,891242295be19da,2023-03-25T18:00:00Z,rides,1.0,jobs_like
1,891242295be19da,2023-03-25T18:00:00Z,rides,1.0,rides_trips
1,891267d4916fee2,2023-02-06T15:00:00Z,rides,1.0,jobs_like
1,891267d4916fee2,2023-02-06T15:00:00Z,rides,1.0,rides_trips
1,89128630f8d171a,2023-02-28T00:00:00Z,rides,1.0,jobs_like
1,89128630f8d171a,2023-02-28T00:00:00Z,rides,1.0,rides_trips
1,8912b92480c1abc,2023-04-22T12:00:00Z,food,1.0,eats_orders
1,8912b92480c1abc,2023-04-22T12:00:00Z,food,1.0,jobs_like
1,8912c220d09a621,2023-01-18T13:00:00Z,rides,1.0,jobs_like
1,8912c220d09a621,2023-01-18T13:00:00Z,rides,1.0,rides_trips
1,8912cead231dc3a,2023-02-28T16:00:00Z,food,1.0,eats_orders
1,8912cead231dc3a,2023-02-28T16:00:00Z,food,1.0,jobs_like
1,89131bab50da3bd,2023-03-05T21:00:00Z,rides,1.0,jobs_like
1,89131bab50da3bd,2023-03-05T21:00:00Z,rides,1.0,rides_trips
1,891386a6ac0fc1d,2023-01-02T21:00:00Z,food,1.0,eats_orders
1,891386a6ac0fc1d,2023-01-02T21:00:00Z,food,1.0,jobs_like
1,89138a1a8ee7236,2023-03-29T13:00:00Z,rides,1.0,jobs_like
1,89138a1a8ee7236,2023-03-29T13:00:00Z,rides,1.0,rides_trips
1,8913a252904bcd2,2023-03-03T19:00:00Z,food,1.0,eats_orders
1,8913a252904bcd2,2023-03-03T19:00:00Z,food,1.0,jobs_like
1,8913c6b8e72c7d4,2023-03-20T22:00:00Z,rides,1.0,jobs_like
1,8913c6b8e72c7d4,2023-03-20T22:00:00Z,rides,1.0,rides_trips
1,891475f865560df,2023-01-19T21:00:00Z,rides,1.0,jobs_like
1,891475f865560df,2023-01-19T21:00:00Z,rides,1.0,rides_trips
1,8914880cd3c6757,2023-01-25T22:00:00Z,rides,1.0,jobs_like
1,8914880cd3c6757,2023-01-25T22:00:00Z,rides,1.0,rides_trips
1,8914baf8aa08245,2023-04-20T04:00:00Z,rides,1.0,jobs_like
1,8914baf8aa08245,2023-04-20T04:00:00Z,rides,1.0,rides_trips
1,8914dff426b1caf,2023-03-29T07:00:00Z,food,1.0,eats_orders
1,8914dff426b1caf,2023-03-29T07:00:00Z,food,1.0,jobs_like
